GENESIS-Tabelle: 449-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
15088025;Bad Lauchstädt, Goethestadt;8536;1021;409;187;29;2;237;220;6;367;348;6976;0;0;507;33;0;0;0
15088030;Barnstädt;1822;146;69;30;12;0;24;21;1;53;53;1665;0;0;8;3;0;0;0
15088035;Beesenstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088040;Bennstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088045;Beuna (Geiseltal);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088050;Brachstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088055;Brachwitz b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088060;Braschwitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088065;Braunsbedra, Stadt;7430;1235;541;189;241;156;250;216;8;280;229;3221;0;0;967;1769;230;8;8
15088075;Döblitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088080;Domnitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088085;Dornstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088095;Esperstedt b. Querfurt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088100;Farnstädt;2712;245;90;45;12;1;42;37;2;110;110;2367;0;0;66;6;27;0;0
15088105;Fienstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088110;Friedensdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088115;Geusa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088120;Gimritz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088125;Götschetal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088130;Günthersdorf b. Merseburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088135;Hohenthurm;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088140;Höhnstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088145;Horburg-Maßlau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088150;Kabelsketal;5099;1132;496;134;118;4;263;222;4;364;290;3726;0;0;147;94;0;0;0
15088160;Kloschwitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088165;Kötschlitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088170;Kötzschau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088175;Kreypau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088180;Krosigk;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088190;Kütten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088195;Landsberg, Stadt;12538;2043;844;324;300;47;384;356;9;759;563;10085;0;0;260;59;84;7;7
15088200;Langenbogen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088205;Leuna, Stadt;8771;2187;1280;275;837;59;291;251;8;549;455;5292;0;0;788;305;199;0;0
15088210;Lieskau b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088215;Löbejün;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088216;Wettin-Löbejün, Stadt;12703;1411;510;247;65;6;351;323;10;534;498;9871;1;2;1077;231;99;15;15
15088220;Merseburg, Stadt;5375;1785;864;392;204;11;401;337;19;489;390;2759;0;0;549;182;70;31;31
15088225;Milzau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088230;Morl;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088235;Mücheln (Geiseltal), Stadt;9859;1081;363;194;25;2;380;166;10;327;292;7524;0;0;510;689;19;36;36
15088240;Nauendorf b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088245;Nempitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088250;Nemsdorf-Göhrendorf;1711;150;67;24;2;0;30;29;1;52;46;1546;0;0;12;3;0;0;0
15088255;Neutz-Lettewitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088260;Niemberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088265;Obhausen;3733;392;127;76;2;2;84;72;2;176;166;3216;0;0;100;25;0;0;0
15088275;Oechlitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088280;Oppin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088285;Ostrau b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088290;Peißen b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088295;Petersberg;10269;1251;431;238;36;8;375;323;7;430;409;7915;0;0;896;72;112;23;23
15088300;Plötz b. Halle, Saale;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088305;Querfurt, Stadt;15526;1352;467;208;50;7;302;267;6;571;515;9602;0;0;4507;62;0;3;3
15088310;Rodden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088315;Rothenburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088319;Salzatal;10937;1252;451;265;45;18;363;289;10;410;400;8874;0;0;661;120;21;9;9
15088320;Salzmünde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088330;Schkopau;9974;2491;1435;221;772;252;352;318;6;445;351;4853;0;0;1564;1030;33;2;2
15088335;Schochwitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088340;Schraplau, Stadt;706;123;41;26;6;0;40;36;2;41;35;481;0;0;71;5;25;0;0
15088345;Schwerz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088350;Spergau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088355;Steigra;2965;200;84;42;11;0;30;25;1;84;84;2479;0;0;127;3;153;3;3
15088360;Steuden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088365;Teutschenthal;9063;1494;614;277;158;50;349;313;6;476;405;6835;2;0;468;128;103;33;33
15088370;Tollwitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088375;Wallendorf (Luppe);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088380;Wettin;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088385;Zappendorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088390;Zöschen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15088395;Zweimen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089005;Alsleben (Saale), Stadt;2364;283;103;42;14;0;73;67;4;103;93;1848;0;0;192;40;0;0;0
15089010;Amesdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089015;Aschersleben, Stadt;15620;2249;921;363;211;14;494;430;24;796;639;12238;0;1;803;268;61;1;1
15089020;Baalberge;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089025;Barby (Elbe);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089026;Barby, Stadt;15272;1258;467;211;78;6;319;264;9;457;403;11270;0;0;1588;1008;147;0;0
15089030;Bernburg (Saale), Stadt;11346;2253;1000;349;329;6;586;521;25;636;542;7802;0;0;902;238;152;0;0
15089035;Biendorf b. Bernburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089041;Bördeaue;2540;247;105;42;31;0;64;59;2;75;69;1814;0;0;151;107;222;0;0
15089042;Bördeland;9218;927;314;177;23;4;168;150;8;433;394;7970;0;0;233;64;24;0;0
15089043;Börde-Hakel;3864;425;153;67;32;14;112;97;5;140;118;3329;0;0;57;44;5;5;5
15089045;Borne;1532;123;44;27;1;1;34;32;2;42;42;1397;0;0;10;3;0;0;0
15089050;Breitenhagen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089055;Calbe (Saale), Stadt;5666;903;466;143;184;1;182;149;8;246;195;4203;0;0;249;255;41;15;15
15089060;Cörmigk;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089070;Edlau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089075;Egeln, Stadt;2914;389;146;58;46;3;100;93;7;133;115;2332;0;0;123;61;8;0;0
15089090;Etgersleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089095;Förderstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089105;Friedrichsaue;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089110;Frose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089115;Gatersleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089120;Gerbitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089125;Gerlebogk;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089130;Giersleben;2014;162;52;26;9;1;33;29;2;74;64;1775;0;0;66;7;4;0;0
15089135;Glinde b. Schönebeck, Elbe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089140;Gnadau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089145;Gröna;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089150;Groß Rosenburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089155;Groß Schierstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089165;Güsten, Stadt;3616;516;149;70;21;2;122;112;7;235;186;2916;0;0;134;37;13;0;0
15089170;Hakeborn;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089175;Hecklingen, Stadt;9534;980;338;144;48;4;169;143;9;459;265;7565;0;0;858;65;66;0;0
15089180;Hoym;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089185;Ilberstedt;1493;192;50;21;7;1;38;33;1;102;93;1223;0;0;71;7;0;0;0
15089195;Könnern, Stadt;12521;1409;492;186;137;5;357;314;14;542;493;9945;0;0;782;263;121;0;0
15089200;Latdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089205;Lödderitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089215;Nachterstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089220;Neu Königsaue;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089225;Neugattersleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089230;Neundorf (Anhalt);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089235;Nienburg (Saale), Stadt;7914;1186;293;117;93;409;213;173;9;263;235;5950;0;0;462;147;169;0;0
15089240;Peißen b. Bernburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089245;Plötzkau;2391;195;50;28;1;0;51;45;2;92;92;1824;0;0;298;46;27;0;0
15089250;Plötzky;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089255;Pobzig;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089260;Poley;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089265;Pömmelte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089270;Pretzien;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089275;Preußlitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089280;Ranies;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089285;Sachsendorf b. Schönebeck, Elbe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089290;Schackenthal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089295;Schackstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089300;Schadeleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089305;Schönebeck (Elbe), Stadt;8583;2170;1123;417;367;18;552;340;23;455;402;4470;0;0;1490;448;4;0;0
15089307;Seeland, Stadt;7885;1019;388;159;96;60;197;160;11;364;322;5576;0;0;757;468;49;16;16
15089310;Staßfurt, Stadt;14668;2473;1159;437;406;63;511;454;24;716;636;11163;14;0;477;343;194;17;17
15089315;Tarthun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089320;Tornitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089325;Unseburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089330;Wedlitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089340;Wespen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089345;Westdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089350;Westeregeln;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089355;Wiendorf b. Könnern;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089360;Wohlsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15089365;Wolmirsleben;1691;165;65;30;5;3;45;34;2;50;50;1423;0;0;28;69;5;0;0
15089375;Zuchau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090003;Aland;9235;487;142;67;6;3;115;107;3;224;209;6886;0;0;1092;771;0;0;0
15090005;Altenzaun;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090007;Altmärkische Höhe;9890;553;169;86;7;0;125;115;3;256;256;6638;0;0;2598;88;13;0;0
15090008;Altmärkische Wische;6710;297;97;44;1;1;76;72;1;122;122;5570;0;0;524;318;0;0;0
15090010;Arneburg, Stadt;3064;598;427;38;351;2;57;54;2;111;98;2111;0;0;166;188;0;0;0
15090015;Aulosen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090020;Baben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090025;Badingen b. Stendal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090030;Ballerstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090035;Beelitz b. Stendal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090040;Behrendorf, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090045;Bellingen b. Stendal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090050;Berkau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090055;Bertkow;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090060;Beuster;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090065;Birkholz b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090070;Bismark (Altmark), Stadt;28944;2002;647;285;69;16;424;381;15;901;813;21870;0;0;4821;246;5;0;0
15090075;Bittkau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090080;Bölsdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090085;Boock, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090090;Bretsch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090095;Buch b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090100;Buchholz b. Gräfenhainichen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090105;Büste;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090110;Cobbel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090115;Dahlen b. Schönhausen, Elbe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090120;Demker;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090125;Dobberkau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090130;Düsedau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090135;Eichstedt (Altmark);3282;210;67;31;5;0;36;34;1;106;92;2693;0;0;347;32;0;0;0
15090140;Erxleben b. Osterburg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090145;Falkenberg, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090150;Fischbeck (Elbe);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090155;Flessau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090160;Gagel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090165;Garlipp;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090170;Geestgottberg;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090175;Gladigau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090180;Goldbeck;2685;253;98;44;9;4;60;52;1;90;76;2199;0;0;209;24;0;0;0
15090185;Gollensdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090190;Grassau b. Stendal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090195;Grieben b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090200;Grobleben;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090205;Groß Garz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090210;Groß Schwechten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090215;Hämerten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090220;Hassel;2057;176;43;28;0;0;45;28;1;87;68;1598;0;0;233;42;8;0;0
15090225;Havelberg, Hansestadt;14912;962;343;132;34;9;205;179;8;397;374;8572;7;0;4410;968;0;0;0
15090230;Heeren;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090235;Heiligenfelde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090245;Hohenberg-Krusemark;6345;413;156;54;51;2;78;71;2;177;163;5096;0;0;621;180;34;0;0
15090250;Hohengöhren;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090255;Hohenwulsch;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090260;Holzhausen b. Kolbe, Milde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090265;Hüselitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090270;Iden;3737;212;71;26;0;6;49;44;0;86;86;3076;0;0;282;168;0;0;0
15090275;Insel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090280;Jerchel b. Tangerhütte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090285;Kamern;6784;428;125;51;2;0;103;75;1;200;198;3492;0;10;2670;194;0;0;0
15090290;Käthen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090295;Kehnert;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090300;Kläden b. Stendal;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090305;Klein Schwechten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090310;Klietz;6646;431;162;51;8;0;62;57;2;205;185;3086;0;477;2834;295;0;0;0
15090315;Königsmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090320;Könnigde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090325;Kossebau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090330;Kremkau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090335;Krevese;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090340;Krüden;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090345;Langensalzwedel;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090350;Lichterfelde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090355;Lindtorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090360;Losenrade;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090365;Losse;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090370;Lückstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090375;Lüderitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090380;Meseberg, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090385;Meßdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090390;Miltern;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090395;Möringen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090400;Nahrstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090405;Neuermark-Lübars;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090410;Neukirchen (Altmark);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090415;Osterburg (Altmark), Hansestadt;22974;1642;616;268;78;9;405;368;6;606;570;17609;0;0;3369;354;0;0;0
15090420;Pollitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090425;Querstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090430;Ringfurth;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090435;Rochau;3901;223;78;36;2;0;46;41;1;98;98;3112;0;0;535;31;0;0;0
15090440;Rossau, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090445;Sandau (Elbe), Stadt;1858;153;46;23;7;1;41;39;2;62;62;1261;0;0;248;193;5;0;0
15090450;Sandauerholz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090455;Sanne;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090460;Schäplitz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090465;Schelldorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090470;Schernebeck;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090475;Schernikau;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090480;Schinne;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090485;Schollene;6533;308;88;46;3;0;59;51;3;159;159;3175;0;924;2650;399;0;0;0
15090490;Schönberg, Altmark;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090495;Schönfeld b. Schönhausen, Elbe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090500;Schönhausen (Elbe);7408;530;134;65;12;4;83;69;3;306;232;4113;0;328;2500;232;29;5;5
15090505;Schönwalde (Altmark);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090510;Schorstedt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090515;Schwarzholz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090520;Seehausen (Altmark), Hansestadt;10701;824;289;129;41;9;210;197;4;311;273;7292;0;0;1800;781;4;0;0
15090525;Staats;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090530;Steinfeld (Altmark);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090535;Stendal, Hansestadt;26802;3646;1210;487;169;3;999;907;25;1408;1054;17205;0;399;5628;288;34;0;0
15090540;Storkau (Elbe);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090545;Tangerhütte;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090546;Tangerhütte, Stadt;29475;1958;621;281;66;2;503;417;14;818;772;15766;0;910;10832;873;46;0;0
15090550;Tangermünde, Stadt;8987;952;384;158;104;11;202;179;6;349;313;6177;0;15;1327;530;0;1;1
15090555;Uchtdorf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090560;Uchtspringe;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090565;Uenglingen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
15090570;Uetz;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
