AGS;Name;Insgesamt;Fernheizung (Fernwärme);Etagenheizung;Blockheizung;Zentralheizung;Einzel-oder Mehrraumöfen;keine Heizung im Gebäude
0714004081;Laufersweiler;315;7;-;-;244;58;6
0714004082;Lautzenhausen;118;-;-;-;114;4;-
0714004086;Lindenschied;81;6;-;-;53;16;6
0714004090;Maitzborn;38;-;3;-;24;11;-
0714004094;Metzenhausen;37;-;-;-;33;4;-
0714004105;Nieder-Kostenz;62;-;-;-;55;4;3
0714004107;Niedersohren;151;-;-;-;121;27;3
0714004109;Niederweiler, Hunsrück;149;-;-;-;121;22;6
0714004111;Ober Kostenz;87;4;-;-;70;13;-
0714004120;Raversbeuren;64;-;-;3;46;15;-
0714004122;Reckershausen;114;-;3;-;108;3;-
0714004128;Rödelhausen;53;-;-;-;50;3;-
0714004129;Rödern;74;3;-;-;67;4;-
0714004130;Rohrbach, Hunsrück;69;-;-;-;48;21;-
0714004135;Schlierschied;65;-;3;-;53;6;3
0714004141;Schwarzen;54;-;-;-;51;3;-
0714004145;Sohren;976;36;9;22;830;72;7
0714004146;Sohrschied;49;-;-;-;40;9;-
0714004151;Todenroth;30;-;-;-;22;8;-
0714004154;Unzenberg;153;-;-;-;131;19;3
0714004159;Wahlenau;84;3;6;-;71;4;-
0714004163;Womrath;92;-;-;3;63;26;-
0714004164;Woppenroth;91;-;4;-;66;21;-
0714004165;Würrich;61;-;-;-;61;0;-
0714005;Rheinböllen, Verbandsgem.;3542;32;54;15;3008;393;40
0714005003;Argenthal;602;3;3;-;513;73;10
0714005011;Benzweiler;73;-;-;-;64;9;-
0714005027;Dichtelbach;230;-;-;6;197;27;-
0714005035;Ellern (Hunsrück);323;-;-;-;288;35;-
0714005037;Erbach, Hunsrück;155;-;3;3;106;40;3
0714005068;Kisselbach;203;-;-;-;166;33;4
0714005085;Liebshausen;183;-;3;-;155;25;-
0714005096;Mörschbach;129;-;-;-;104;25;-
0714005125;Rheinböllen;1236;29;38;3;1067;89;10
0714005127;Riesweiler;289;-;7;3;244;25;10
0714005138;Schnorbach;77;-;-;-;65;9;3
0714005148;Steinbach, Hunsrück;42;-;-;-;39;3;-
0714006;Sankt Goar-Oberwesel, Verbandsgem.;3427;65;150;15;2927;246;24
0714006025;Damscheid;204;-;7;-;185;12;-
0714006080;Laudert;150;-;6;-;135;9;-
0714006104;Niederburg;228;-;3;-;209;16;-
0714006112;Oberwesel;1130;32;57;15;920;97;9
0714006116;Perscheid;137;-;-;-;118;16;3
0714006133;Sankt Goar;1123;30;65;-;939;80;9
0714006155;Urbar b St Goar;290;3;12;-;268;7;-
0714006161;Wiebelsheim;165;-;-;-;153;9;3
0714007;Simmern/Hunsrück, Verbandsgem.;5783;95;146;27;4990;473;52
0714007002;Altweidelbach;91;-;-;-;78;13;-
0714007008;Belgweiler;80;-;-;-;59;17;4
0714007012;Bergenhausen;48;-;-;-;39;9;-
0714007015;Biebern;117;-;3;-;111;3;-
0714007020;Bubach;122;-;-;6;92;24;-
0714007023;Budenbach;71;-;-;-;62;9;-
0714007039;Fronhofen;80;3;3;-;74;-;-
0714007056;Holzbach;206;-;-;-;171;35;-
0714007058;Horn;134;-;-;-;134;0;-
0714007065;Keidelheim;100;-;-;-;84;16;-
0714007070;Klosterkumbd;87;3;-;-;75;9;-
0714007076;Külz (Hunsrück);181;8;7;3;154;3;6
0714007077;Kümbdchen;161;-;-;3;134;24;-
0714007079;Laubach b Kastellaun;165;3;3;-;134;22;3
0714007092;Mengerschied;296;3;3;-;250;34;6
0714007099;Mutterschied;158;3;9;-;126;20;-
0714007100;Nannhausen;197;-;-;-;184;13;-
0714007101;Neuerkirch;117;-;3;3;99;6;6
0714007106;Niederkumbd;82;-;3;-;72;7;-
0714007113;Ohlweiler;118;3;-;-;103;12;-
0714007115;Oppertshausen;41;-;-;6;35;-;-
0714007118;Pleizenhausen;85;-;-;-;76;6;3
0714007119;Ravengiersburg;127;3;6;-;94;24;-
0714007121;Rayerschied;46;-;-;-;33;10;3
0714007123;Reich;123;-;-;-;105;12;6
0714007126;Riegenroth;60;-;-;-;57;3;-
0714007134;Sargenroth;170;4;-;3;154;6;3
0714007139;Schönborn, Hunsrück;88;-;-;-;72;13;3
0714007144;Simmern/Hunsrück;2001;62;106;3;1752;75;3
0714007150;Tiefenbach, Hunsrück;280;-;-;-;241;39;-
0714007158;Wahlbach;56;-;-;-;50;3;3
0714007166;Wüschheim;95;-;-;-;86;6;3
0714100075;Lahnstein, verbandsfr. Gemeinde;4234;53;1271;18;2630;242;20
0714101;Bad Ems, Verbandsgem.;4657;76;408;12;3706;411;44
0714101006;Bad Ems;2092;50;300;9;1585;134;14
0714101008;Becheln;234;-;19;-;170;36;9
0714101025;Dausenau;464;-;12;-;363;80;9
0714101041;Fachbach;408;10;12;-;370;16;-
0714101044;Frücht;195;-;6;-;164;25;-
0714101071;Kemmenau;195;-;3;3;156;30;3
0714101086;Miellen;144;-;14;-;99;25;6
0714101098;Nievern;357;4;29;-;297;27;-
0714101201;Arzbach;568;12;13;-;502;38;3
0714102;Braubach, Verbandsgem.;2455;37;239;9;1833;311;26
0714102023;Dachsenhausen;365;-;9;-;291;61;4
0714102042;Filsen;235;3;19;-;183;30;-
0714102066;Kamp-Bornhofen;509;10;34;6;386;58;15
0714102108;Osterspai;463;15;36;-;377;32;3
0714102501;Braubach;883;9;141;3;596;130;4
0714103;Diez, Verbandsgem.;7438;94;475;48;6075;704;42
0714103002;Altendiez;670;9;12;6;606;34;3
0714103005;Aull;153;-;-;3;144;6;-
0714103014;Birlenbach;508;19;17;3;447;19;3
0714103021;Charlottenberg;77;-;-;-;62;15;-
0714103022;Cramberg;177;-;3;3;134;34;3
0714103029;Diez;2532;42;356;33;1968;127;6
0714103030;Dörnberg;174;-;6;-;138;27;3
0714103038;Eppenrod;230;-;6;-;197;21;6
0714103045;Geilnau;137;-;4;-;95;35;3
0714103049;Gückingen;357;3;6;-;330;18;-
0714103052;Hambach;163;3;6;-;148;6;-
0714103053;Heistenbach;355;3;25;-;300;24;3
0714103057;Hirschberg, Rhein-Lahn-Kreis;136;-;3;-;105;25;3
0714103059;Holzappel;378;3;13;-;271;88;3
0714103061;Holzheim, Rhein-Lahn-Kreis;298;3;6;-;260;29;-
0714103062;Horhausen, Rhein-Lahn-Kreis;121;-;3;-;95;23;-
0714103064;Isselbach;144;3;-;-;110;28;3
0714103076;Langenscheid;195;-;-;-;171;24;-
0714103077;Laurenburg;101;-;-;-;68;30;3
0714103124;Scheidt;118;3;-;-;75;40;-
0714103130;Steinsberg;81;-;3;-;75;3;-
0714103133;Wasenbach;117;3;3;-;90;21;-
0714103503;Balduinstein;216;-;3;-;186;27;-
0714104;Hahnstätten, Verbandsgem.;3091;48;91;6;2680;238;28
0714104020;Burgschwalbach;368;-;7;-;346;15;-
0714104043;Flacht;362;21;7;3;313;9;9
0714104051;Hahnstätten;878;9;38;-;775;47;9
0714104065;Kaltenholzhausen;205;-;6;-;175;24;-
0714104081;Lohrheim;193;-;6;3;162;19;3
0714104089;Mudershausen;141;6;3;-;103;29;-
0714104093;Netzbach;117;-;3;-;101;13;-
0714104095;Niederneisen;498;9;18;-;417;50;4
0714104102;Oberneisen;256;3;3;-;221;26;3
0714104125;Schiesheim;73;-;-;-;67;6;-
0714105;Katzenelnbogen, Verbandsgem.;3145;48;56;13;2550;440;38
0714105001;Allendorf, Rhein-Lahn-Kreis;215;9;10;-;177;19;-
0714105010;Berghausen;85;3;-;-;82;0;-
0714105011;Berndroth;137;-;3;-;107;20;7
0714105013;Biebrich;134;-;6;-;96;29;3
0714105018;Bremberg;121;-;-;-;97;24;-
0714105032;Dörsdorf;133;3;-;-;121;9;-
0714105034;Ebertshausen;48;3;-;-;30;15;-
0714105036;Eisighofen;92;-;-;-;80;12;-
0714105039;Ergeshausen;56;-;-;-;53;3;-
0714105050;Gutenacker;136;-;-;-;98;38;-
0714105054;Herold;144;3;3;-;135;3;-
0714105068;Katzenelnbogen;608;21;21;7;524;35;-
0714105073;Klingelbach;232;-;4;-;203;25;-
0714105074;Kördorf;204;-;-;-;126;72;6
0714105088;Mittelfischbach;54;-;-;-;38;13;3
0714105096;Niedertiefenbach;78;-;-;-;55;17;6
0714105101;Oberfischbach;59;-;-;3;43;13;-
0714105113;Reckenroth;109;3;-;-;68;32;6
0714105117;Rettert;183;3;3;-;165;12;-
0714105118;Roth, Rhein-Lahn-Kreis;73;-;3;3;54;10;3
0714105126;Schönborn, Rhein-Lahn-Kreis;244;-;3;-;198;39;4
0714106;Nassau, Verbandsgem.;3736;25;150;6;2989;538;28
0714106003;Attenhausen;178;3;6;-;121;45;3
0714106026;Dessighofen;62;-;-;-;44;18;-
0714106027;Dienethal;88;-;-;-;69;19;-
0714106033;Dornholzhausen;84;-;-;3;56;25;-
0714106046;Geisig;128;-;3;-;92;33;-
0714106058;Hömberg;137;-;-;-;112;22;3
0714106082;Lollschied;80;-;-;-;73;3;4
0714106087;Misselberg;40;-;6;-;25;9;-
0714106091;Nassau;1112;7;87;-;931;78;9
0714106103;Obernhof;171;3;6;-;118;44;-
0714106106;Oberwies;54;-;-;3;51;-;-
0714106111;Pohl;121;-;12;-;100;9;-
0714106127;Schweighausen;82;-;-;-;67;15;-
0714106128;Seelbach b Nassau, Lahn;162;-;3;-;130;29;-
0714106129;Singhofen;643;9;18;-;535;81;-
0714106132;Sulzbach, Rhein-Lahn-Kreis;78;-;-;-;53;25;-
0714106135;Weinähr;162;-;3;-;134;22;3
0714106139;Winden, Rhein-Lahn-Kreis;308;3;6;-;236;57;6
0714106141;Zimmerschied;46;-;-;-;42;4;-
0714107;Nastätten, Verbandsgem.;5676;118;118;10;4634;731;65
0714107009;Berg, Taunus;71;-;3;-;55;13;-
0714107012;Bettendorf;132;-;4;-;107;21;-
0714107015;Bogel;289;10;4;-;243;29;3
0714107019;Buch, Taunus;210;3;4;-;190;13;-
0714107035;Ehr;30;-;-;-;21;9;-
0714107037;Endlichhofen;54;-;-;-;48;6;-
0714107040;Eschbach b Nastätten;57;-;-;-;50;7;-
0714107047;Gemmerich;215;-;4;-;170;37;4
0714107055;Himmighofen;112;-;-;-;89;23;-
0714107060;Holzhausen an der Haide;411;12;26;4;339;18;12
0714107063;Hunzel;92;3;-;-;80;9;-
0714107067;Kasdorf;85;-;-;3;70;9;3
0714107070;Kehlbach;61;-;-;-;57;4;-
0714107078;Lautert;97;-;-;-;91;6;-
0714107080;Lipporn;103;3;-;-;86;10;4
0714107084;Marienfels;114;3;-;-;92;15;4
0714107085;Miehlen;730;41;16;-;576;97;-
0714107092;Nastätten;1248;24;44;3;1074;93;10
0714107094;Niederbachheim;100;-;-;-;77;20;3
0714107097;Niederwallmenach;150;-;-;-;130;20;-
0714107100;Oberbachheim;70;3;3;-;58;6;-
0714107104;Obertiefenbach;132;3;3;-;96;30;-
0714107105;Oberwallmenach;76;-;-;-;60;16;-
0714107107;Oelsberg;187;6;-;-;146;35;-
0714107110;Hainau;69;-;-;-;56;13;-
0714107116;Rettershain;133;-;-;-;103;27;3
0714107120;Ruppertshofen, Taunus;121;-;-;-;99;19;3
0714107131;Strüth;126;-;4;-;88;31;3
0714107134;Weidenbach, Taunus;50;-;-;-;37;10;3
0714107137;Welterod;177;-;-;-;119;48;10
0714107140;Winterwerb;58;7;-;-;45;6;-
0714107502;Diethardt;116;-;3;-;82;31;-
0714108;Loreley, Verbandsgem.;3707;47;118;3;2911;595;33
0714108004;Auel;70;-;-;-;47;23;-
0714108016;Bornich;404;10;4;-;342;42;6
0714108024;Dahlheim;295;7;7;-;241;34;6
0714108031;Dörscheid;162;-;7;-;134;21;-
0714108069;Kaub;349;3;27;-;236;77;6
0714108072;Kestert;274;-;6;-;200;65;3
0714108079;Lierschied;203;-;6;-;172;25;-
0714108083;Lykershausen;74;-;-;-;61;10;3
0714108099;Nochern;186;3;-;-;144;39;-
0714108109;Patersberg;179;6;6;-;143;24;-
0714108112;Prath;119;-;3;-;110;6;-
0714108114;Reichenberg, Rhein-Lahn-Kreis;74;-;-;-;50;24;-
0714108115;Reitzenhain;116;3;3;-;91;19;-
0714108121;Sankt Goarshausen;509;12;40;3;388;63;3
0714108122;Sauerthal;75;-;-;-;50;22;3
0714108136;Weisel;410;3;9;-;336;59;3
0714108138;Weyer;208;-;-;-;166;42;-
0714109;Loreley, Verbandsgem.;-;-;-;-;-;-;-
0714109004;Auel;-;-;-;-;-;-;-
0714109016;Bornich;-;-;-;-;-;-;-
0714109023;Dachsenhausen;-;-;-;-;-;-;-
0714109024;Dahlheim;-;-;-;-;-;-;-
0714109031;Dörscheid;-;-;-;-;-;-;-
0714109042;Filsen;-;-;-;-;-;-;-
0714109066;Kamp-Bornhofen;-;-;-;-;-;-;-
0714109069;Kaub, Stadt;-;-;-;-;-;-;-
0714109072;Kestert;-;-;-;-;-;-;-
0714109079;Lierschied;-;-;-;-;-;-;-
0714109083;Lykershausen;-;-;-;-;-;-;-
0714109099;Nochern;-;-;-;-;-;-;-
0714109108;Osterspai;-;-;-;-;-;-;-
0714109109;Patersberg;-;-;-;-;-;-;-
0714109112;Prath;-;-;-;-;-;-;-
0714109114;Reichenberg;-;-;-;-;-;-;-
0714109115;Reitzenhain;-;-;-;-;-;-;-
0714109121;Sankt Goarshausen, Loreleystadt, Stadt;-;-;-;-;-;-;-
0714109122;Sauerthal;-;-;-;-;-;-;-
0714109136;Weisel;-;-;-;-;-;-;-
0714109138;Weyer;-;-;-;-;-;-;-
0714109501;Braubach, Stadt;-;-;-;-;-;-;-
0714301;Bad Marienberg (Westerwald), Verbandsgem.;6227;88;83;30;5489;489;48
0714301206;Bad Marienberg (Westerwald);1549;24;22;9;1394;97;3
0714301211;Bölsberg;116;-;-;-;95;15;6
0714301216;Dreisbach;208;-;-;3;186;16;3
0714301222;Fehl-Ritzhausen;280;3;-;-;274;3;-
0714301227;Großseifen;203;13;9;-;175;6;-
0714301231;Hahn bei Marienberg;141;4;4;-;126;7;-
0714301234;Hardt, Westerwald;159;-;-;-;145;14;-
0714301243;Hof;432;-;3;6;389;31;3
0714301248;Kirburg;234;-;15;-;193;26;-
0714301253;Langenbach bei Kirburg;312;18;6;-;256;23;9
0714301255;Lautzenbrücken;132;-;-;-;110;22;-
0714301264;Mörlen;190;4;-;3;164;16;3
0714301270;Neunkhausen;373;3;3;3;336;22;6
0714301277;Nisterau;316;4;-;-;253;53;6
0714301279;Nistertal;417;3;3;-;383;28;-
0714301280;Norken;351;3;6;3;298;35;6
0714301297;Stockhausen-Illfurth;153;3;9;3;102;36;-
0714301300;Unnau;661;6;3;-;610;39;3
0714302;Hachenburg, Verbandsgem.;8338;114;123;100;7087;838;76
0714302202;Alpenrod;555;8;6;6;477;55;3
0714302204;Astert;99;-;-;-;86;10;3
0714302205;Atzelgift;236;-;3;-;208;22;3
0714302212;Borod;192;-;-;-;149;43;-
0714302215;Dreifelden;88;-;3;-;76;9;-
0714302223;Gehlert;223;-;3;-;198;19;3
0714302225;Giesenhausen;117;-;-;-;96;21;-
0714302229;Hachenburg;1814;65;37;73;1513;116;10
0714302235;Hattert;577;3;7;-;516;48;3
0714302236;Heimborn;107;-;4;-;74;26;3
0714302240;Heuzert;51;-;-;-;39;12;-
0714302241;Höchstenbach;257;-;-;3;206;45;3
0714302250;Kroppach;257;3;3;3;216;29;3
0714302252;Kundert;99;-;-;-;78;21;-
0714302257;Limbach, Westerwald;142;-;3;-;118;18;3
0714302258;Linden, Westerwald;52;-;-;-;46;6;-
0714302259;Lochum;131;3;3;3;116;3;3
0714302260;Luckenbach;219;-;3;6;201;9;-
0714302261;Marzhausen;97;-;-;-;91;6;-
0714302262;Merkelbach;157;4;-;-;123;30;-
0714302265;Mörsbach;176;-;3;-;130;40;3
0714302267;Mudenbach;280;10;4;-;231;26;9
0714302268;Mündersbach;254;-;-;-;242;12;-
0714302269;Müschenbach;350;6;16;-;307;18;3
0714302276;Nister;362;3;6;-;309;35;9
0714302287;Roßbach, Westerwald;301;3;10;-;254;31;3
0714302294;Steinebach an der Wied;304;-;-;-;253;45;6
0714302296;Stein-Wingert;69;-;-;3;57;9;-
0714302299;Streithausen;165;3;-;-;143;16;3
0714302301;Wahlrod;285;-;6;-;258;21;-
0714302306;Welkenbach;65;-;-;-;53;12;-
0714302310;Wied;177;3;-;-;155;19;-
0714302313;Winkelbach;80;-;3;3;68;6;-
0714303;Höhr-Grenzhausen, Verbandsgem.;4070;80;365;7;3336;253;29
0714303030;Hilgert;541;12;9;4;471;39;6
0714303031;Hillscheid;883;14;24;3;776;60;6
0714303032;Höhr-Grenzhausen;2545;51;325;0;2010;142;17
0714303040;Kammerforst, Westerwald;101;3;7;-;79;12;-
0714304;Montabaur, Verbandsgem.;12347;199;583;57;10586;855;67
0714304005;Boden;201;-;3;-;185;10;3
0714304008;Daubach, Westerwald;172;-;6;-;141;25;-
0714304013;Eitelborn;840;9;43;-;752;36;-
0714304020;Gackenbach;202;3;-;-;170;29;-
0714304021;Girod;396;3;16;-;350;27;-
0714304023;Görgeshausen;269;6;6;-;235;14;8
0714304024;Großholbach;318;6;6;-;284;19;3
0714304026;Heilberscheid;247;3;-;-;203;41;-
0714304027;Heiligenroth;477;23;31;-;398;22;3
0714304033;Holler;383;6;9;-;338;30;-
0714304034;Horbach, Westerwald;216;-;3;10;181;22;-
0714304036;Hübingen;187;-;-;-;162;22;3
0714304039;Kadenbach;453;-;47;3;369;31;3
0714304048;Montabaur;3493;69;296;25;2873;212;18
0714304051;Nentershausen, Westerwald;674;19;12;3;565;66;9
0714304052;Neuhäusel;711;12;18;3;653;22;3
0714304053;Niederelbert;572;9;12;-;494;51;6
0714304054;Niedererbach;341;-;6;-;320;11;4
0714304055;Nomborn;247;-;6;4;213;20;4
0714304057;Oberelbert;356;6;7;3;325;15;-
0714304065;Ruppach-Goldhausen;397;9;6;-;343;39;-
0714304071;Simmern;453;9;30;3;386;25;-
0714304072;Stahlhofen;243;-;9;-;203;31;-
0714304077;Untershausen;151;7;4;3;128;9;-
0714304079;Welschneudorf;348;-;7;-;315;26;-
0714305;Ransbach-Baumbach, Verbandsgem.;4605;111;215;6;3941;305;27
0714305001;Alsbach;229;3;16;-;189;15;6
0714305006;Breitenau, Westerwald;233;-;6;-;215;12;-
0714305007;Caan;233;3;16;-;199;15;-
0714305009;Deesen;232;6;-;-;180;43;3
0714305038;Hundsdorf;140;3;-;-;121;16;-
0714305050;Nauort;743;15;19;-;640;63;6
0714305059;Oberhaid, Westerwald;133;-;3;-;121;9;-
0714305062;Ransbach-Baumbach;2170;74;148;6;1855;81;6
0714305068;Sessenbach;160;-;7;-;134;19;-
0714305082;Wirscheid;123;-;-;-;104;16;3
0714305084;Wittgert;209;7;-;-;183;16;3
0714306;Rennerod, Verbandsgem.;5787;83;95;12;4917;606;74
0714306214;Bretthausen;83;-;-;-;62;21;-
0714306218;Elsoff (Westerwald);375;3;9;-;299;55;9
0714306237;Hellenhahn-Schellenberg;454;18;15;-;372;40;9
0714306244;Homberg, Westerwald;69;-;-;-;42;27;-
0714306245;Hüblingen;127;-;-;-;112;15;-
0714306246;Irmtraut;254;-;13;-;223;14;4
0714306256;Liebenscheid;299;-;3;-;263;33;-
0714306271;Neunkirchen, Westerwald;183;3;3;3;156;18;-
0714306272;Neustadt/Westerwald;199;-;6;-;181;12;-
0714306274;Niederroßbach;256;3;-;-;209;41;3
0714306278;Nister-Möhrendorf;116;-;-;3;89;24;-
0714306282;Oberrod;246;3;-;-;202;32;9
0714306283;Oberroßbach;118;-;-;-;105;7;6
0714306285;Rehe;308;6;6;-;264;29;3
0714306286;Rennerod;1261;16;24;6;1098;108;9
0714306291;Salzburg;80;-;-;-;70;10;-
0714306292;Seck;430;9;-;-;372;40;9
0714306295;Stein-Neukirch;153;-;-;-;133;20;-
0714306302;Waigandshain;78;-;-;-;72;6;-
0714306303;Waldmühlen;103;-;-;-;86;17;-
0714306309;Westernohe;349;3;9;-;306;21;10
0714306311;Willingen;101;-;-;-;94;7;-
0714306315;Zehnhausen bei Rennerod;145;19;7;-;107;9;3
0714307;Selters (Westerwald), Verbandsgem.;5565;93;145;29;4738;511;49
0714307015;Ellenhausen;112;-;9;-;89;14;-
0714307018;Freilingen;300;3;3;3;249;42;-
0714307019;Freirachdorf;238;-;-;-;216;22;-
0714307022;Goddert;155;4;6;-;129;16;-
0714307025;Hartenfels;266;-;-;-;246;17;3
0714307029;Herschbach;974;25;15;6;832;87;9
0714307041;Krümmel;101;-;6;-;85;10;-
0714307044;Marienrachdorf;343;3;6;-;318;16;-
0714307045;Maroth;78;-;-;-;78;0;-
0714307046;Maxsain;364;-;12;-;290;44;18
0714307056;Nordhofen;195;3;3;-;182;7;-
0714307061;Quirnbach;171;3;3;3;153;6;3
0714307064;Rückeroth;182;-;12;4;137;29;-
0714307066;Schenkelberg;232;-;7;3;210;9;3
0714307067;Selters (Westerwald);782;28;46;10;662;33;3
0714307069;Sessenhausen;322;9;11;-;256;46;-
0714307075;Steinen, Westerwald;75;-;-;-;54;21;-
0714307078;Vielbach;207;12;3;-;183;9;-
0714307085;Wölferlingen;180;3;3;-;135;36;3
0714307221;Ewighausen;98;-;-;-;80;15;3
0714307305;Weidenhahn;190;-;-;-;154;32;4
0714308;Wallmerod, Verbandsgem.;5066;54;69;9;4351;527;56
0714308011;Dreikirchen;359;3;-;-;298;58;-
0714308037;Hundsangen;690;4;6;3;620;51;6
0714308058;Obererbach;183;3;-;-;137;40;3
0714308074;Steinefrenz;266;-;-;-;238;28;-
0714308080;Weroth;200;3;3;-;171;20;3
0714308203;Arnshöfen;73;-;3;-;64;6;-
0714308208;Berod bei Wallmerod;179;3;-;-;151;22;3
0714308210;Bilkheim;164;-;3;-;142;16;3
0714308220;Ettinghausen;112;-;6;3;88;15;-
0714308232;Hahn am See;173;3;4;-;136;30;-
0714308239;Herschbach (Oberwesterwald);310;16;3;-;264;27;-
0714308251;Kuhnhöfen;57;-;7;-;40;3;7
0714308263;Meudt;659;9;10;-;564;67;9
0714308266;Molsberg;177;-;-;3;141;27;6
0714308273;Niederahr;269;4;3;-;262;-;-
0714308281;Oberahr;187;-;-;-;171;16;-
0714308290;Salz, Westerwald;298;-;4;-;249;42;3
0714308304;Wallmerod;451;3;14;-;399;25;10
0714308316;Zehnhausen bei Wallmerod;71;3;-;-;59;9;-
0714308501;Elbingen;107;-;3;-;79;22;3
0714308502;Mähren;81;-;-;-;78;3;-
0714309;Westerburg, Verbandsgem.;7679;68;126;18;6664;737;66
0714309200;Ailertchen;224;-;3;-;197;24;-
0714309207;Bellingen, Westerwald;226;-;-;-;205;18;3
0714309209;Berzhahn;182;-;-;-;145;34;3
0714309213;Brandscheid, Westerwald;162;-;6;-;138;12;6
0714309219;Enspel;108;3;-;-;92;13;-
0714309224;Gemünden, Westerwald;360;-;6;-;315;32;7
0714309226;Girkenroth;206;-;3;-;174;29;-
0714309228;Guckheim;335;10;-;3;305;17;-
0714309230;Härtlingen;145;3;3;-;117;19;3
0714309233;Halbs;117;-;3;-;111;3;-
0714309238;Hergenroth;162;-;-;-;155;7;-
0714309242;Höhn;1074;7;16;3;919;123;6
0714309247;Kaden;209;-;3;-;174;29;3
0714309249;Kölbingen;356;6;4;-;330;13;3
0714309254;Langenhahn;492;3;3;6;414;54;12
0714309284;Pottum;374;6;6;-;322;33;7
0714309288;Rotenhain;188;-;6;3;158;21;-
0714309289;Rothenbach;334;3;-;-;272;53;6
0714309293;Stahlhofen am Wiesensee;118;-;6;-;102;10;-
0714309298;Stockum-Püschen;218;-;3;-;209;6;-
0714309307;Weltersburg;109;-;-;-;97;12;-
0714309308;Westerburg;1567;24;49;3;1358;126;7
0714309312;Willmenrod;240;-;6;-;203;31;-
0714309314;Winnen;173;3;-;-;152;18;-
0714310;Wirges, Verbandsgem.;5949;153;231;16;5060;449;40
0714310003;Bannberscheid;213;3;3;-;188;13;6
0714310010;Dernbach (Westerwald);753;28;34;-;648;37;6
0714310012;Ebernhahn;443;4;3;-;393;40;3
0714310028;Helferskirchen;408;6;6;3;326;64;3
0714310042;Leuterod;292;-;3;-;253;30;6
0714310047;Mogendorf;409;28;15;-;332;34;-
0714310049;Moschheim;258;-;17;-;229;12;-
0714310060;Ötzingen;417;3;4;4;346;57;3
0714310070;Siershahn;912;32;51;-;780;49;-
0714310073;Staudt;390;10;6;3;358;13;-
0714310081;Wirges;1384;39;89;6;1154;87;9
0714310275;Niedersayn;70;-;-;-;53;13;4
07211000;Trier, krsfr. Stadt;20704;1075;2209;185;14970;2045;220
0723100134;Wittlich, verbandsfr. Gemeinde;4718;150;84;30;4122;305;27
0723100502;Morbach, verbandsfr. Gemeinde;3837;21;54;19;3166;504;73
0723101;Bernkastel-Kues, Verbandsgem.;8866;111;129;47;6847;1539;193
0723101008;Bernkastel-Kues;2341;72;59;12;1857;319;22
0723101012;Brauneberg;494;3;3;3;394;78;13
0723101016;Burgen b Bernkastel-Kues;238;3;3;-;206;20;6
0723101030;Erden;167;-;-;3;132;26;6
0723101040;Gornhausen;96;-;-;-;72;24;-
0723101041;Graach an der Mosel;296;-;6;4;177;102;7
0723101056;Hochscheid;104;-;6;-;79;16;3
0723101066;Kesten;147;-;-;-;102;42;3
0723101070;Kleinich;279;6;3;-;213;51;6
0723101071;Kommen;95;-;-;-;72;20;3
0723101075;Lieser;525;-;12;3;377;120;13
0723101076;Lösnich;183;-;3;-;138;30;12
0723101077;Longkamp;418;-;-;7;348;63;-
0723101081;Maring-Noviand;592;-;3;3;436;125;25
0723101086;Minheim;195;-;3;-;135;51;6
0723101087;Monzelfeld;446;-;-;-;391;55;-
0723101090;Mülheim (Mosel);381;3;3;-;345;27;3
0723101092;Neumagen-Dhron;912;3;10;3;669;202;25
0723101105;Piesport;801;-;10;3;641;123;24
0723101125;Ürzig;379;-;-;3;293;73;10
0723101126;Veldenz;376;3;6;3;280;70;14
0723101133;Wintrich;406;3;3;-;249;127;24
0723101136;Zeltingen-Rachtig;903;18;19;6;686;151;23
0723102;Kröv-Bausendorf, Verbandsgem.;3384;6;52;9;2569;679;69
0723102004;Bausendorf;462;-;12;-;357;83;10
0723102005;Bengel;332;3;3;-;258;59;9
0723102020;Diefenbach;41;-;-;-;31;7;3
0723102033;Flußbach;163;-;-;-;150;9;4
0723102057;Hontheim;350;-;6;6;264;74;-
0723102067;Kinderbeuern;373;3;6;-;283;78;3
0723102068;Kinheim;347;-;3;3;231;97;13
0723102072;Kröv;853;-;9;-;661;162;21
0723102110;Reil;438;-;13;-;309;110;6
0723102132;Willwerscheid;25;-;-;-;25;-;-
0723103;Manderscheid, Verbandsgem.;3241;23;56;15;2630;454;63
0723103009;Bettenfeld;353;-;6;3;284;51;9
0723103021;Dierfeld;-;-;-;-;-;-;-
0723103025;Eckfeld;140;-;-;-;125;15;-
0723103026;Eisenschmitt;173;-;3;-;125;39;6
0723103036;Gipperath;99;-;-;-;83;16;-
0723103044;Greimerath, Eifel;107;3;10;-;77;17;-
0723103046;Großlittgen;414;3;3;-;373;32;3
0723103049;Hasborn;211;4;10;4;160;27;6
0723103065;Karl;90;-;-;-;55;32;3
0723103074;Laufeld;185;-;-;-;160;25;-
0723103080;Manderscheid, Eifel;526;-;12;-;459;52;3
0723103082;Meerfeld;135;10;3;8;84;23;7
0723103091;Musweiler;29;-;-;-;23;3;3
0723103095;Niederöfflingen;172;3;3;-;132;31;3
0723103096;Niederscheidweiler;103;-;-;-;84;19;-
0723103100;Oberöfflingen;103;-;-;-;86;14;3
0723103101;Oberscheidweiler;70;-;-;-;67;3;-
0723103104;Pantenburg;103;-;-;-;80;15;8
0723103114;Schladt;56;-;3;-;35;15;3
0723103116;Schwarzenborn, Eifel;25;-;-;-;21;4;-
